appid,recommendationid,author_steamid,review,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,game_title
412830,200365017,76561198303401545,i think this is still one of the best vns ive played,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200329449,76561199000845581,its peak im afraid,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200328013,76561199052945035,299 well spent,True,0,0,0.5,1,True,False,False,Steins;Gate
412830,200312601,76561197963841070,b daga otoko da b,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200297185,76561198896404306,before steinsgate i was never really interested in visual novels but this series changed all of that its beautifully written with a perfect cast of characters that all have great chemistry together my biggest piece off advice is to do the best you can to go in blind and without any spoilers its well worth it i very highly recommend not just the steinsgate visual but the steinsgate series as a whole,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200291476,76561198076212896,good game but i got for couple bucks def not anywhere near worth the og price,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200264693,76561198005962536,its a great narrative there were parts i didnt enjoy and its a really slow start but the last half is great,True,0,0,0.5,0,False,False,False,Steins;Gate
412830,200247368,76561198151228659,1048596,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200162961,76561199703134628,one of the most beautiful visual novel stories ever i have no proper words to express my feelings towards this game 3,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200143859,76561198387693121,phenomenal experience the voice acting is soooo good,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200142316,76561198123381828,i thought steins gate the anime is the best piece of media to ever exist  turns out steins gate the game is the best piece of media to ever exist  the most heartbreaking and joyful experience of my life i am glad i gave it a go even though i knew the whole plot beforehand every ending is different and gives you both food for thought and goosebumps,True,1,0,0.5,0,True,False,False,Steins;Gate
412830,200128486,76561199569156810,"a surprisingly well constructed story it drags at times but once you get to the good parts its amazing its adaptation is considered one of the best in the genre and its hard not to see why that said the bulk of some of the side character chapters were uninteresting for me at least",True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200120207,76561199002306937,,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200107267,76561199202795240,good,True,0,0,0.5,1,True,False,False,Steins;Gate
412830,200092861,76561199749587886,immersive,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200080108,76561199101023133,pretty good ngl   this reminded me of oppenheimer lol  0 next,True,1,0,0.5,1,True,False,False,Steins;Gate
412830,200055928,76561198164579093,"good story the anime shaves a lot of time off which gives it better pacing a 20 minute episode of the anime can be 3 hours of content in the game but many details are lost in the anime compared to the game it really depends on if you want a more concisebetter paced story or a more detailed but worse paced vn  i recommend either",True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200043433,76561198978334113,peak peak peak,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,200005840,76561198854607825,good game,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199950476,76561198815586533,tutturu,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199950123,76561198431052776,you can shoot people in it,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199942983,76561199053209911,by far the best vn i have ever read the whole game is emotional rollercoaster with a intricate suspenseful plot and by the time you finish youre left craving for more,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199938050,76561199061604176,it is good el psy kongroo,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199927763,76561199473782187,absolute cinema,True,0,0,0.5,1,False,False,False,Steins;Gate
412830,199919018,76561198982233670,blah blah blah play this game its the choice of steins gate el psy congroo blah blah blah,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199906470,76561199832671928,the way this game will have you emotional wise is crazy if you want to actually feel something while reading a vn id rec steinsgate,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199876015,76561198240272580,actual peak worth playing even after watching anime,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199871772,76561198450206714,     20 ,True,0,0,0.5,0,False,False,False,Steins;Gate
412830,199864194,76561198406167640,,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199862731,76561198130359642,fucking masterpiece,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199853052,76561199834246551,nice,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199836541,76561199138032580,fire,True,0,0,0.5,1,True,False,False,Steins;Gate
412830,199822437,76561199179775182,the greatest anime and vn of all time i personally recommend playing it as there is so much more but if you cant wait for the first half to pay off completely in the second half then watch the anime,True,1,0,0.5,0,True,False,False,Steins;Gate
412830,199817743,76561199748479567,good anime i can finally start it now cause ui was gone,True,0,0,0.5,1,True,False,False,Steins;Gate
412830,199813237,76561198279319126,very emotional story,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199803265,76561198843066427,so much sauce,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199789635,76561199812857484,this game is simply a masterpiece if you still havent played youre missing out on a lot also i love kurisu and faris 3333,True,0,0,0.5,0,False,False,False,Steins;Gate
412830,199784412,76561199093050946,i have to admit that this game was and still is one of the best games that i have played the art is amazing the story and its twists keep you on the edge of your seat the characters are all memorable and easy to get attached to if you are a gamer that is into this genre of games you have to try this game,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199782300,76561198007640972,"h1 s good h1 still a good vn on replay years later i highly recommend using the improvement patch",True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199780543,76561198809043484,banana,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199777509,76561198981579919,this is the choice of steins gate el psy kongroo,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199726050,76561199877631205,what can i say this is a great vn i watched the anime and wanted more steinsgates i think the vn does better the first part of the vn,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199725670,76561198048689619,i watched the anime long ago and it left deep impression on me the vn expands so much into the story and really keep me invested for more truly a masterpiece,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199632801,76561199035852513,this is absolute peak,True,0,0,0.5,1,True,False,False,Steins;Gate
412830,199625014,76561198351330682,masterpiece,True,0,0,0.5,0,True,True,False,Steins;Gate
412830,199608503,76561198083426258,el psy kongroo,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199593490,76561198128666923,moved me to tears more than once now i understand why this was so popular i have to say this is peak this is the choice of steins gate,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199588878,76561199147866122,even if the world line changes as long as you dont forget me im there,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199583709,76561199225703088,great story,True,0,0,0.5,1,True,False,False,Steins;Gate
412830,199562209,76561199814735214,kai gamw ta story,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199540998,76561198241274094,mad scientist,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199521488,76561198885552453,"i 100 completed steinsgate with a guide of course and it was an emotional ride from start to finish the twists the characters the sheer depth of the story are absolutely unforgettable the endings were beautifully crafted an absolute masterpiece  el psy kongroo",True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199508705,76561199628371123,this is the best game ive ever played,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199489844,76561199013566085,i steind my gate so hard,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199483232,76561199022458005,goat i didnt finish yet,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199473963,76561198041671505,probably one of the best tackling of time travel across all media even though its mostly a novel very little decisions i would still highly recommend it,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199473768,76561198098515852,a vn masterpiece highly recommended,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199472228,76561198109741228,steins gate,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199414122,76561199082526104,even after watching the anime 3 times ts shit is so peak music is peak story is peak the most perfect story of all time,True,1,0,0.5,0,True,False,False,Steins;Gate
412830,199383989,76561198841704781," fuck smartphones",True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199305564,76561198350027873,"going into this game i didnt expect much  ive seen the anime so how could this game surprise me oh boy was i wrong first of all watching the story and being a part of it is way different even if it can somewhat be boiled down to pressing space to advance repeatedly seeing okabes thoughts and feelings seeing some characters be explored more deeply and the endings are something else  see yall in 1048596",True,1,0,0.5,0,True,False,False,Steins;Gate
412830,199295326,76561199708187137,a rich scientific story which has tremendous plot and voice cover also it has some scenes that giving time to mind for rest i suggest that if you interested in visual novels and if youre fan of steins gate anime this is a good sample,True,1,0,0.5,0,True,False,False,Steins;Gate
412830,199293608,76561198357742989,i have watch the anime before play this but i still enjoy it it has emotional peak for every ending nice plot love it,True,1,0,0.5,0,True,False,False,Steins;Gate
412830,199280244,76561198060731577,starts a bit slow but once it gets going it doesnt stop  an amazing story with a great cast and a beautiful ost,True,2,0,0.5,0,True,False,False,Steins;Gate
412830,199226560,76561198443073937,a masterpiece  1010,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199202948,76561198415254136,heres a fun drinking game whenever okabe says hououin kyouma or mayuri says tutturu take a shot,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199197678,76561199228261032,peak fiction,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199172761,76561199078500054,it does start off a little slow but after chapter 2 i must say im hooked,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199169735,76561198138960611,best vn,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199156010,76561198835546061,this is the choice of steinsgate,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199143861,76561198196335341,to the og intellectuals imagine acquiring a narrative masterpiece steinsgate for less than the price of a gas station slushie reality is truly diverging el psy clearance,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199136884,76561198052220059,top 1 games with sad endings,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199095196,76561199528595445,there is so much more foreshadowing then the anime,True,0,0,0.5,0,True,False,False,Steins;Gate
412830,199057531,76561198251070342,peak fiction,True,0,0,0.5,0,True,False,False,Steins;Gate
